tokenid,pageid,title,wordcount,image_url,image_name,extract
1879,505256,Zarma language,15378,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Songhay_languages.svg/50px-Songhay_languages.svg.png,Songhay_languages.svg,"Zarma (also spelled Djerma, Dyabarma, Dyarma, Dyerma, Adzerma, Zabarma, Zarbarma, Zarma, Zarmaci or Zerma) is one of the Songhay languages. It is the leading indigenous language of the southwestern lobe of the West African nation of Niger, where the Niger River flows and the capital city, Niamey, is located. Zarma is the second-most common language in the country, after Hausa, which is spoken in south-central Niger. With over 2 million speakers, Zarma is easily the most widely spoken Songhay language.
In earlier decades, Zarma was known as Djerma, and it is still sometimes called Zerma, especially among French-speakers, but it is usually now called Zarma, the name that its speakers use in their own language.
"
1880,20878541,Balkan Romani,14258,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Romany_dialects_Balkan.svg/50px-Romany_dialects_Balkan.svg.png,Romany_dialects_Balkan.svg,"Balkan Romani (also known as Balkan Gypsy) is a specific dialect, spoken by groups within the Balkans, which include countries such as Albania, Bosnia-Herzegovina, Bulgaria, Greece, Kosovo, North Macedonia, Serbia, Slovenia, Turkey, Romania etc. The Balkan Romani language is typically an oral language. This dialect is endangered because, not only is it looked down upon by other Europeans, but it only has about 763,670 speakers left in the world."
1881,33468766,Berom language,4179,,,"Berom or Birom (Cèn Bèrom) is the most widely spoken Plateau language in Nigeria. The language is locally numerically important and is consistently spoken by Berom of all ages in rural areas. However, the Berom are shifting to Hausa in cities. The small Cen and Nincut dialects may be separate languages. Approximately 1 million (2010) people speak in this language."
1884,4236891,Dalecarlian language,15365,,,"Dalecarlian (dalmål in vernacular and Swedish) is a group of dialects or unofficial languages spoken in Dalarna County, Sweden. In the northernmost corner of the county (i.e., the originally Norwegian parishes of Särna and Idre), a characteristic dialect reminiscent of eastern Norwegian is spoken. Otherwise, the different Dalecarlians can be regarded as Swedish and join the Swedish dialect group in Gästrikland, Uppland, and northern and eastern Västmanland. They also show some similarities with the dialects of the other counties bordering Dalarna. One usually distinguishes between the Dalecarlian mountain dialects, which are spoken in south-eastern Dalarna, and Dalecarlian proper."
1886,16331022,Garre language,1019,,,"Garre (also known as Af-Garre) is an Afro-Asiatic language spoken by the Garre people inhabiting southern Somalia, Ethiopia and northern Kenya. It belongs to the family's Cushitic branch, and has an estimated 2.5 million speakers. Garre language is considered a Somalised dialect of Borana Oromo language. 
"
1887,4623476,Garrwa language,3090,,,"


Garrwa, also spelt Garawa, Gaarwa, or Karawa and also known as Leearrawa, is an Australian Aboriginal language spoken by the Garrwa people of a northern region of the Northern Territory of Australia.
"
1893,64210203,Northern Sorsogon language,2066,,,"Northern Sorsogon (also Masbate Sorsogon, Northern Sorsoganon, Sorsogon Bicolano) is a Bisayan language spoken in the central part of Sorsogon, Philippines, in Sorsogon City and the municipalities of Casiguran, and Juban. It is closely related to, but distinct from Southern Sorsogon which is spoken in the southern part of Sorsogon.It is one of the three Bisayan languages spoken in the Bicol region, next to Southern Sorsogon and Masbateño.
"
1894,1199083,Sabaean language,35905,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Panel_Almaqah_Louvre_DAO18.jpg/33px-Panel_Almaqah_Louvre_DAO18.jpg,Panel_Almaqah_Louvre_DAO18.jpg,"Sabaean, also known as Sabaic, was an Old South Arabian language spoken in Yemen between c. 1000 BC and the 6th century AD, by the Sabaeans. It was used as a written language by some other peoples of ancient Yemen, including the Ḥimyarites, Ḥashidites, Ṣirwāḥites, Humlanites, Ghaymānites, and Radmānites. The Sabaean language belongs to the South Arabian subgroup of the Semitic branch of the Afroasiatic language family. Sabaean is distinguished from the other members of the Old South Arabian group by the use of h to mark the third person, and as a causative prefix; the other languages all use s<sub>1</sub> in these cases; Sabaean is therefore called an h-language, and the others s-languages."
1897,11024299,Southern Oromo language,1611,,,"Southern Oromo, or Afaan Oromoo (after one of its dialects), is a variety of Oromo spoken in southern Ethiopia and northern Kenya by the Borana people. Günther Schlee also notes that it is the native language of a number of related peoples, such as the Sakuye.Dialects are Borana proper (Boran, Borena), possibly Arsi (Arussi, Arusi) and Guji (Gujji, Jemjem) in Ethiopia and, in Kenya, Karayu, Salale (Selale), Gabra (Gabbra, Gebra) and possibly Orma and Waata.
The language is locally and commonly known as Afaan Oromoo(""Oromo language"").
"
1898,1511041,Western Nilotic languages,3896,,,"The Western Nilotic languages are one of the three primary branches of the Nilotic languages, along with the Eastern Nilotic languages and Southern Nilotic languages; Themselves belonging to the Eastern Sudanic subfamily of Nilo-Saharan. The about 22 (SIL estimate) Western Nilotic languages are spoken in an area ranging from southwestern Ethiopia and South Sudan via northeastern Democratic Republic of the Congo and northern Uganda to southwestern Kenya (with one of the Luo languages extending into northern Tanzania).
"
1901,2019302,Albay Bikol language,2598,,,"Albay Bikol, or simply Albayanon is a group of languages and one of the three languages that compose Inland Bikol. It is spoken in the southwestern coast of Albay and northwestern Sorsogon (Pio Duran, Jovellar).
The region is bordered by the Coastal Bikol and Rinconada Bikol speakers. The latter is the closest language of Albay Bikol and is mutually intelligible. They are both included in Inland Bikol group of languages.
Albay Bikol is the only sub-group of the Inland Bikol group with several languages with in it. The member languages in this sub-grouping lack stressed syllables, rare, if there is, and that makes them different and unique from other Bikol languages. The said feature of Albay Bikol is comparable to French language that rarely use stressed syllables.
<br>"
1902,47862269,Boholano dialect,3454,,,"Boholano (Cebuano: <i lang=""ceb"">Binol-anon) is a variant of the Cebuano language spoken in the island province of Bohol in the Visayas and a major portion of Southern Leyte, as well as parts of Mindanao, particularly in Northern Mindanao and Caraga Region. It is sometimes erroneously described as a separate language even though Binol-anon originated as a dialect continuum of the Cebuano language.Boholano, especially as spoken in central Bohol, can be distinguished from other Cebuano variants by a few phonetic changes:

The semivowel y is pronounced <span title=""Representation in the International Phonetic Alphabet (IPA)"">[dʒ] as is the ll sound: iya is pronounced <span title=""Representation in the International Phonetic Alphabet (IPA)"">[iˈdʒa];
Ako is pronounced as <span title=""Representation in the International Phonetic Alphabet (IPA)"">[aˈho];
Intervocalic l is occasionally pronounced as <span title=""Representation in the International Phonetic Alphabet (IPA)"">[w] when following u or o: kulang is pronounced as <span title=""Representation in the International Phonetic Alphabet (IPA)"">[ˈkuwaŋ] (the same as Cebu City dialect).The Boholano dialects of western Bohol, including Tagbilaran, though, are almost indistinguishable from other dialects near Cebu City. Furthermore, the phonetic changes detailed above, especially the latter two, can also be observed in the Cebu City dialect.
"
1903,22392726,Emilian dialects,10462,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Emiliano-Romagnolo_area.jpg/50px-Emiliano-Romagnolo_area.jpg,Emiliano-Romagnolo_area.jpg,"

Emilian (Emilian: <i lang=""egl"" title=""Emilian language text"">emigliàn, <i lang=""egl"" title=""Emilian language text"">emiliân, Italian: <i lang=""it"" title=""Italian language text"">emiliano) is a group of closely related dialects of Emilian-Romagnol language spoken in the historical region of Emilia, the western portion of today's Emilia-Romagna region in Northern Italy.
There is no standardised version of Emilian.
The default word order is subject–verb–object. There are two genders as well as a distinction between plural and singular. Emilian has a strong T–V distinction to distinguish varying levels of politeness, social distance, courtesy, familiarity or insult. Its alphabet uses a considerable number of diacritics.
"
